"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQbcAAE","DKFZ CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Revoked","CAB6DC247C25036EDA2AC02231762E3F5DE91F5ADB0F7EE7CC5D9030C602817A","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQelAAE","DKFZ CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","63B30F3CF611934AAA4A88F0A00C837C63FF455E86F1388674471121CA465F2B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQZbAAM","DKRZ CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","90F89AC167CC4932C97EF57F1BAF38CDACE3F6A731D3C33A4E4794AFE66710EC","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQKCAA2","DKRZ CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","9FEEABEA2EDF31A5BCC84D14D83D2728EEAB5CF6E6AAEB6192FC78A86AB3DB10","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQKdAAM","DLA Marbach CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","903D259EF9E252FDDF55DC2CCBAE325DD7EA08A528B028B37D77C1BA578BE7B1","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhfAAE","DLR CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","CBA0E9BB54008E01E3CDE9A48AC8DD44AE924926389D27F54898E9BE13AA044F","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdLAAU","DLR CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","2A17DEA7F2587F2F842EAA96C789EE86F38DCC0E618645EBF81BFF54C71309EF","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQOPAA2","DNB-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","D1281B67DF894A39A8D8D402741510D0E9751E802AA96D3B3FA5DD1E355FD877","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQUvAAM","DNB-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","9670E3C2426CFF81B793BD13DFFE18AEAE6BDA38E6C111DA1D7B9BBF6C349B35","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQVnAAM","DRS CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","D01B27BF085AA159FC847819340F39C8E6FAE24AD06D4569E18C9EC100337DDA","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLKAA2","DRS CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","A2F59C4448E956C8EDE884B53B3C9EC2CB02458BB08097AF81EBBA7E791D506E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQcqAAE","EAH-CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","BC67DB0F619C4A761BC40B66D58BE05D0C856633F1358529C11C4EA01E1039C3","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQXWAA2","Ernst Moritz Arndt Universitaet Greifswald - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","912D9EFB5E7B4A293315EE55BFB5D4EC8F78979310BA29CA78E3A41C4E9DD01E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQJaAAM","Ernst Moritz Arndt Universitaet Greifswald - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","CC502AE8B20F131DB9E66B5A8979EA31A57FEC062CB9F7B3ACEF0915E116D9F8","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQL7AAM","ESO PKI - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","8FA5BFD4ED0EC08CB1DDDE47D1D891649A44DFA7E5989E422000AEA7CA4920CC","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdWAAU","ESO PKI - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","ECDDFD8A1C979FEC9C75326711C45284F3C7C42EC0FE5309B93C3543B1C05B8C","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQMcAAM","Europa-Universitaet Viadrina CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","B2F259E386771945CA7EB8F607335B5DE9C8A76FC65138E9843D8A18BCEF0AAE","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQfaAAE","Europa-Universitaet Viadrina CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","279064566321C879FCF00704F0E80BB01498DF1F2E4A0529749E9FBD76860950","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLeAAM","Evangelische Fachhochschule RWL CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","835E8875A4918A954E755E9AB8E248F7CE8A180150AB5579B6D9BC69E7B84359","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQXhAAM","Evangelische Fachhochschule RWL CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","805AEB940EF383753A98CF5F7E4B4B54C26A75B295E28B5BD7AE37FC24718709","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhIAAU","EVHN CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","B66E0AF577C328D4596136463CBC7A4DC1F0789EC532F7CBF10E7ABCAF7CB093","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQKoAAM","FA Ludwigsburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","BB39F5FE4CDD61EBF90813BB87329060B81315B25FD40D1094BCF067A912852E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQfPAAU","FA Ludwigsburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","7A9875F1282314F4AC4426A8385ADF5E1D376FADEA164812F90D3068CBDC9F44","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQNPAA2","Fachhochschule Aachen CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","6B4590B5B3D438A95B1D02B68456716066B1395B1268F9148126F2FE56FDD50A","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQJPAA2","Fachhochschule Aachen CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","5F9FC34D51C2A90312108B29438B14E50E15F370B70FB6A40C8413363A911FFF","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhBAAU","Fachhochschule Aschaffenburg","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","8501D5CF9C6E8FE812EFD074507630BD2D57907C5C8B636ACD59C50A41054E65","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLpAAM","Fachhochschule Aschaffenburg","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","E21A16C9CFEF195E5BD960FC0697F4BEB2B44EBE3172DCD9A61E7C6E341CC897","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQMeAAM","Fachhochschule Bielefeld","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","BCA4E4E59714AA5F3EC65DF43FE8314FE23EB7669BEAC6325D03E143BD763682","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdHAAU","Fachhochschule Bielefeld","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","DD703F92AA2B4A596AFBD230E0A62032263A52C5293252335C71211C688E2D86","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQOnAAM","Fachhochschule Bonn-Rhein-Sieg CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","F1D8CFA3890C00237384DA8BD81CF95409CD75CB8955EF2246AFC89C92C2E6AA","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdnAAE","Fachhochschule fuer Technik und Wirtschaft Berlin - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","46D3097BB827B52566F0A87A4D5B1D72C42AC1DD9A6A9FD8AD2A2B2AAD6D8559","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLUAA2","Fachhochschule Giessen-Friedberg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","B923E16EFC71B18FDD773597B4239D12188AD1A8C23543A81C262A31508D080D","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdkAAE","Fachhochschule Giessen-Friedberg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","FA026E54281147F2525ACF75A15C5E77241CE5AA51E7974300FBE96F60BB438A","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQVQAA2","Fachhochschule Hannover CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","A5BB2A89F39093BEBB51AEE202C05807F329B7EDD89DB35A658621978A94DD8A","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQaUAAU","Fachhochschule Hannover CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","812C096FDC7CA293E7C3ABA5A3F1CED7754E5D3705B642FF5467838BAB55592B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQM0AAM","Fachhochschule Kiel","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","866F03B08FDFE688E36E5C319D99909BEDD684DC7EC7A41DEA40E684A61AD820","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQfQAAU","Fachhochschule Kiel","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","01E144B3FB9561603CA77DC82C639BCDA7984FFA1317A48673D522AD3A0A4502","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhVAAU","Fachhochschule Landshut CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","DA0DF60F8A72FBBC49CB198D8F2FEEE59FDFBA4E3FD0161238552CD3E238E9B4","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdKAAU","Fachhochschule Landshut CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","DB5A80C5B4758BF21F97FA66F60D0594F7C811235E21507217117E8F5EBD3742","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQcDAAU","Fachhochschule Luebeck CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","C5E023C21D0CAE07E210CBAD196035BA0DBCE22B3334C235621F974D480BB2E6","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQK5AAM","Fachhochschule Luebeck CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","70E72A3689B4AC1FAA0661D050BADB14C74B190F3D61786BD53D383971DFA4C7","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQSaAAM","Fachhochschule Nordhausen CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","51F2BD1A183F7888D47E9A1727921D8DC3E525CA02AB0CC618AE1D944A4BB199","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQMhAAM","Fachhochschule Nordhausen CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","C1B57662B3F56FD66F8D7A92D5D077CE16B0CC5EBE34AACFDB13B69398F4C350","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQfeAAE","Fachhochschule Schmalkalden CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","D3DB8D719C94723716411C812D6E20404757471308FC5F62E1A9C051C9D4D03B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQM2AAM","Fachhochschule Schmalkalden CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","68024590B3967A3356A2A36038086B84E920E012DDE694C8DC90757D1B4BFECF","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQNZAA2","Fachhochschule Wuerzburg-Schweinfurt CA 3 (FHWS-CA 3)","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","9375B87ECC160EF49DF308814F49A086F3E14B91E9C951063C56EA03F6B9CEA1","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQcYAAU","Fachhochschule Wuerzburg-Schweinfurt CA 3 (FHWS-CA 3)","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","2E5F7A820CAA743DA48A628DF7FCC1490184B3E3D0F71A59322949DB09C9FC4F","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQUtAAM","FAU-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","989A3AAA5862DEDE9B42D6F05EABD639A60F5D526C4AE128B98AA18FBC2F0F4A","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQVUAA2","FAU-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","E6CF92DC9F3F34659B80274F8E1C2050FF25480A14C8B8FA4FC91109A1D8801B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQarAAE","FCH CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Revoked","20FE7102CE575C76D3BA6BE0511D10266E5CAF51F4B471EEDF8C33F52B768E14","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQXzAAM","FernUniversitaet in Hagen Global CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","B56FB7E430542235D31252EC4FE7F57EDA6527049B3F4F324327D20E66ACF307","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQMgAAM","FernUniversitaet in Hagen Global CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","0ECA146BEE318ED8F63577F0DEB50246C2BCE1D07E91BD3611D9093DA727D3AE","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQWSAA2","FH Ansbach CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","313E0671BC017F00A94B495022AD7072D38EE7635421BF3E514C50FDC78DF134","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLQAA2","FH Augsburg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","3F93B0F5CD5AEE033BA21EA64291AA6D8C6F8CBD8601051D91AC43900B523B8B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQftAAE","FH Augsburg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","BED0AE80DB4ED9AC099D9504D34F435D2C768A26235845CBDB18279BA4C27904","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQS3AAM","FH fuer oeffentliche Verwaltung NRW CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","2E5DD5462EFC650258084639DB8DE6FE4E3F0D5A8FF635AD6CEE3DB899A8EFEB","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQROAA2","FH Ingolstadt CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","CBF5F17207D0AC942F2A9BA1CBE96E0FE997616E62C382EDC0A3A35B74DB4089","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
