"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status","Subordinate CA Owner"
"A-Trust","001o000000vmkrwAAA","A-Trust-nQual-03","001o000000HsfogAAB","A-Trust","Root Certificate","","8688E58F4C7A945FADCE7F62BFEF521B82DA7DC38BFDB0163478A5FE42E57870","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Included",""
"A-Trust","001o000000rGWg9AAG","A-Trust-Qual-02","001o000000HsfogAAB","A-Trust","Root Certificate","","F28630BABF256E567B5821069FCF13148AB9A23E28FC0D70615AAE6ED284F4C8","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Included",""
"A-Trust","001o000000rGWZ3AAO","A-Trust-Qual-03","001o000000HsfogAAB","A-Trust","Root Certificate","","6BAF50AE3467EFF3C35FEFDC76A02A97FAB6267723EDA91E99F1B3DC2B28F82E","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Included",""
"A-Trust","001o000000rGWXbAAO","A-Trust-Root-05","001o000000HsfogAAB","A-Trust","Root Certificate","","2DDE9D0C0A90E7B32B5ABC01F41799D42E95A1E3C31C3B39373BB8141EA54471","","false","Ernst & Young, LLP","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Included",""
"AC Camerfirma, S.A.","001o000000HshEIAAZ","Chambers of Commerce Root","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3","","false","Auren","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230425","WebTrust","2019.05.03","2018.04.14","2019.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995930","WebTrust","2018.07.14","2017.04.14","2018.04.13","","","","","","","","","","","false","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_ES_1.2.10.pdf","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_EN_1.2.10.pdf","2019.02.10","https://server1ok.camerfirma.com","https://server1.camerfirma.com","https://server1rv.camerfirma.com","false","Included","Included",""
"AC Camerfirma, S.A.","001o000000HshEJAAZ","Chambers of Commerce Root - 2008","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","063E4AFAC491DFD332F3089B8542E94617D893D7FE944E10A7937EE29D9693C0","","false","Auren","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230425","WebTrust","2019.05.03","2018.04.14","2019.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=9072794","ETSI EN 319 411","2019.03.28","2018.05.08","2019.03.28","https://bugzilla.mozilla.org/attachment.cgi?id=9072794","ETSI EN 319 411","2019.03.28","2018.05.08","2019.03.28","","","","","","false","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_ES_1.2.10.pdf","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_EN_1.2.10.pdf","2019.02.10","https://server3ok.camerfirma.com","https://server3.camerfirma.com","https://server3rv.camerfirma.com","false","Included","Included",""
"AC Camerfirma, S.A.","001o000000xPOViAAO","CHAMBERS OF COMMERCE ROOT - 2016","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51","","false","Auren","https://bugzilla.mozilla.org/attachment.cgi?id=8995928","WebTrust","2018.07.14","2017.04.14","2018.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995930","WebTrust","2018.07.14","2017.04.14","2018.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995931","WebTrust","2018.07.14","2017.04.14","2018.04.13","","","","","","false","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_3.pdf","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_v_1_2_3.pdf","2018.03.28","https://cevok.camerfirma.com","https://cev.camerfirma.com","https://cevrv.camerfirma.com","false","Not Yet Included","Included",""
"AC Camerfirma, S.A.","001o000000HshF0AAJ","Global Chambersign Root","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","EF3CB417FC8EBF6F97876C9E4ECE39DE1EA5FE649141D1028B7D11C0B2298CED","","false","Auren","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230425","WebTrust","2019.05.03","2018.04.14","2019.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995930","WebTrust","2018.07.14","2017.04.14","2018.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995931","WebTrust","2018.07.14","2017.04.14","2018.04.13","","","","","","false","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_ES_1.2.10.pdf","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EIDAS_EN_1.2.10.pdf","2019.02.10","https://server4ok.camerfirma.com","https://server4.camerfirma.com","https://server4rv.camerfirma.com","false","Included","Included",""
"AC Camerfirma, S.A.","001o000000HshF1AAJ","Global Chambersign Root - 2008","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","","false","Auren","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230425","WebTrust","2019.05.03","2018.04.14","2019.04.13","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=236204","WebTrust","2019.09.19","2018.04.14","2019.04.13","","","","","","","","","","","false","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CPS-ES-v3.3.5.pdf","https://www.camerfirma.com/publico/DocumentosWeb/politicas/CAMERFIRMA_CPS_EN_3.3.4.pdf","2019.08.30","https://valid.ovcf.ca3.infocert.it","https://expired.ovcf.ca3.infocert.it","https://revoked.ovcf.ca3.infocert.it","false","Included","Included",""
"AC Camerfirma, S.A.","001o000000xPQbZAAW","GLOBAL CHAMBERSIGN ROOT - 2016","001o000000HsfokAAB","AC Camerfirma, S.A.","Root Certificate","","C1D80CE474A51128B77E794A98AA2D62A0225DA3F419E5C7ED73DFBF660E7109","","false","Auren","https://bugzilla.mozilla.org/attachment.cgi?id=8995928","WebTrust","2018.07.14","2017.04.14","2018.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995930","WebTrust","2018.07.14","2017.04.14","2018.04.13","https://bugzilla.mozilla.org/attachment.cgi?id=8995931","WebTrust","2018.07.14","2017.04.14","2018.04.13","","","","","","false","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_3.pdf","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_EN_v_1_2_3.pdf","2018.03.28","https://csevok.camerfirma.com","https://csev.camerfirma.com","https://csevrv.camerfirma.com","false","Not Yet Included","Included",""
"Actalis","001o000000HshDoAAJ","Actalis Authentication Root CA","001o000000HsfocAAB","Actalis","Root Certificate","","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","","false","Bureau Veritas Italia S.p.A.","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","","","","","","false","https://www.actalis.it/documenti-en/cps_for_ssl_server_and_code_signing_en.aspx","https://www.actalis.it/documenti-en/cps_for_ssl_server_and_code_signing_en.aspx","2019.05.23","https://ssltest-active.actalis.it/","https://ssltest-expired.actalis.it/","https://ssltest-revoked.actalis.it/","false","Included","Included",""
"Agencia Notarial de Certificaci?n (ANCERT)","001o000000rGWbnAAG","ANCERT Certificados CGN V2","001o000000rGWieAAG","Agencia Notarial de Certificaci?n (ANCERT)","Root Certificate","","F4336BC2AC75950BECCF1C1F2F9DA6DDDAFD1F41161CA71F59C76889BD474033","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=221122","WebTrust","2018.04.06","2017.03.22","2018.03.22","https://cert.webtrust.org/SealFile?seal=2227&file=pdf","WebTrust","2017.04.04","2016.04.04","2017.04.04","","","","","","","","","","","false","http://www.ancert.com/pki/v2/docs/pg/EN/PG_Certificacion_ANCERT_EN.pdf","http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_NOT_V2_EN.pdf, http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_CGN_V2_EN.pdf","2018.05.25","","","","false","Not Yet Included","Included",""
"Agencia Notarial de Certificaci?n (ANCERT)","001o000000rGWazAAG","ANCERT Certificados Notariales V2","001o000000rGWieAAG","Agencia Notarial de Certificaci?n (ANCERT)","Root Certificate","","4BE8B5A1C76C6AEAD0611918FCCF9DBD398B67FB12294758BDF994D0F9682F60","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=221122","WebTrust","2018.04.06","2017.03.22","2018.03.22","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=221123","WebTrust","2018.04.06","2017.03.22","2018.03.22","","","","","","","","","","","false","http://www.ancert.com/pki/v2/docs/pg/EN/PG_Certificacion_ANCERT_EN.pdf","http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_NOT_V2_EN.pdf, http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_CGN_V2_EN.pdf","2018.05.25","https://www.notariado.org","https://expired.ancert.com","https://revoked.ancert.com","false","Not Yet Included","Included",""
"Amazon Trust Services","001o000000rGWUDAA4","Amazon Root CA 1","001o000000XRbH2AAL","Amazon Trust Services","Root Certificate","","8ECDE6884F3D87B1125BA31AC3FCB13D7016DE7F57CC904FE1CB97C6AE98196E","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227776","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227777","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227778","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227779","WebTrust","2019.04.08","2018.01.16","2019.01.15","false","https://www.amazontrust.com/repository/cp-1.0.6.pdf","https://www.amazontrust.com/repository/cps-1.0.7.pdf","2019.04.13","https://good.sca1a.amazontrust.com/","https://expired.sca1a.amazontrust.com/","https://revoked.sca1a.amazontrust.com/","false","Included","Included",""
"Amazon Trust Services","001o000000rGWTPAA4","Amazon Root CA 2","001o000000XRbH2AAL","Amazon Trust Services","Root Certificate","","1BA5B2AA8C65401A82960118F80BEC4F62304D83CEC4713A19C39C011EA46DB4","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227776","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227777","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227778","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227779","WebTrust","2019.04.08","2018.01.16","2019.01.15","false","https://www.amazontrust.com/repository/cp-1.0.6.pdf","https://www.amazontrust.com/repository/cps-1.0.7.pdf","2019.04.13","https://good.sca2a.amazontrust.com/","https://expired.sca2a.amazontrust.com/","https://revoked.sca2a.amazontrust.com/","false","Included","Included",""
"Amazon Trust Services","001o000000rGWSWAA4","Amazon Root CA 3","001o000000XRbH2AAL","Amazon Trust Services","Root Certificate","","18CE6CFE7BF14E60B2E347B8DFE868CB31D02EBB3ADA271569F50343B46DB3A4","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227776","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227777","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227778","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227779","WebTrust","2019.04.08","2018.01.16","2019.01.15","false","https://www.amazontrust.com/repository/cp-1.0.6.pdf","https://www.amazontrust.com/repository/cps-1.0.7.pdf","2019.04.13","https://good.sca3a.amazontrust.com/","https://expired.sca3a.amazontrust.com/","https://revoked.sca3a.amazontrust.com/","false","Included","Included",""
"Amazon Trust Services","001o000000rGWVGAA4","Amazon Root CA 4","001o000000XRbH2AAL","Amazon Trust Services","Root Certificate","","E35D28419ED02025CFA69038CD623962458DA5C695FBDEA3C22B0BFB25897092","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227776","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227777","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227778","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227779","WebTrust","2019.04.08","2018.01.16","2019.01.15","false","https://www.amazontrust.com/repository/cp-1.0.6.pdf","https://www.amazontrust.com/repository/cps-1.0.7.pdf","2019.04.13","https://good.sca4a.amazontrust.com/","https://expired.sca4a.amazontrust.com/","https://revoked.sca4a.amazontrust.com/","false","Included","Included",""
"Amazon Trust Services","001o000000HshFmAAJ","Starfield Services Root Certificate Authority - G2","001o000000XRbH2AAL","Amazon Trust Services","Root Certificate","","568D6905A2C88708A4B3025190EDCFEDB1974A606A13C6E5290FCB2AE63EDAB5","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227776","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227777","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227778","WebTrust","2019.04.08","2018.01.16","2019.01.15","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=227779","WebTrust","2019.04.08","2018.01.16","2019.01.15","false","https://www.amazontrust.com/repository/cp-1.0.6.pdf","https://www.amazontrust.com/repository/cps-1.0.7.pdf","2019.04.13","https://good.sca0a.amazontrust.com/","https://expired.sca0a.amazontrust.com/","https://revoked.sca0a.amazontrust.com/","false","Included","Included",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","001o000000HshEGAAZ","Certum CA","001o000000HsfpaAAB","Asseco Data Systems S.A. (previously Unizeto Certum)","Root Certificate","","D8E0FEBC1DB2E38D00940F37D27D41344D993E734B99D5656D9778D4D8143624","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234363","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234364","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234365","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234366","WebTrust","2019.08.09","2018.03.27","2019.03.04","false","https://www.certum.eu/en/data/CCP-DK02-ZK01-Certification-Policy-of-CERTUM-Certification-Services_v4.4.pdf","https://www.certum.eu/en/data/CCP-DK02-ZK02-Certification-Practice-Statement-of-Certum-Certification-Services_v6.2.pdf","2019.07.29","https://valid-certum-ca.certificates.certum.pl","https://expired-certum-ca.certificates.certum.pl","https://revoked-certum-ca.certificates.certum.pl","false","Included","Included",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","001o000000HshEHAAZ","Certum Trusted Network CA","001o000000HsfpaAAB","Asseco Data Systems S.A. (previously Unizeto Certum)","Root Certificate","","5C58468D55F58E497E743982D2B50010B6D165374ACF83A7D4A32DB768C4408E","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234363","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234364","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234365","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234366","WebTrust","2019.08.09","2018.03.27","2019.03.04","false","https://www.certum.eu/en/data/CCP-DK02-ZK01-Certification-Policy-of-CERTUM-Certification-Services_v4.4.pdf","https://www.certum.eu/en/data/CCP-DK02-ZK02-Certification-Practice-Statement-of-Certum-Certification-Services_v6.2.pdf","2019.07.29","https://valid-certum-ctnca.certificates.certum.pl","https://expired-certum-ctnca.certificates.certum.pl","https://revoked-certum-ctnca.certificates.certum.pl","false","Included","Included",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","001o000000mNjDoAAK","Certum Trusted Network CA 2","001o000000HsfpaAAB","Asseco Data Systems S.A. (previously Unizeto Certum)","Root Certificate","","B676F2EDDAE8775CD36CB0F63CD1D4603961F49E6265BA013A2F0307B6D0B804","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234363","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234364","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234365","WebTrust","2019.08.09","2018.03.27","2019.03.04","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=234366","WebTrust","2019.08.09","2018.03.27","2019.03.04","false","https://www.certum.eu/en/data/CCP-DK02-ZK01-Certification-Policy-of-CERTUM-Certification-Services_v4.4.pdf","https://www.certum.eu/en/data/CCP-DK02-ZK02-Certification-Practice-Statement-of-Certum-Certification-Services_v6.2.pdf","2019.07.29","https://valid-certum-ctnca2.certificates.certum.pl","https://expired-certum-ctnca2.certificates.certum.pl","https://revoked-certum-ctnca2.certificates.certum.pl","false","Included","Included",""
"Athens Exchange S.A. (Athex)","001o000000rGWe4AAG","ATHEX Root CA","001o000000HsrynAAB","Athens Exchange S.A. (Athex)","Root Certificate","","A73563E859CBCFA173CF3285DEBF2578EDE15D47A3BEE385861AB7A4FB6D7B6E","","false","Ernst & Young, LLP","","Web Trust","2015.01.13","2015.01.13","2015.01.13","","","","","","","","","","","","","","","","false","http://www.athexgroup.gr/web/guest/digital-certificates-pki-regulations","http://www.athexgroup.gr/web/guest/digital-certificates-pki-regulations","","","","","false","Not Yet Included","NotBefore",""
"Athens Exchange S.A. (Athex)","0011J00001BgyxxQAB","ATHEX Root CA G2","001o000000HsrynAAB","Athens Exchange S.A. (Athex)","Root Certificate","","C1727F3B673E6AE7F12F23D789A7BE38B918223EF6911C592DA1F583444A547E","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=221732","WebTrust","2018.04.10","2017.01.01","2017.12.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=221732","WebTrust","2018.04.10","2017.01.01","2017.12.31","","","","","","","","","","","false","http://www.athexgroup.gr/web/guest/digital-certificates-pki-regulations","http://www.athexgroup.gr/web/guest/digital-certificates-pki-regulations","2018.03.01","https://certdemo-valid.athexgroup.gr/","https://certdemo-expired.athexgroup.gr/","https://certdemo-revoked.athexgroup.gr/","false","Not Yet Included","Included",""
"Atos","001o000000HshE0AAJ","Atos TrustedRoot 2011","001o000000HsfofAAB","Atos","Root Certificate","","F356BEA244B7A91EB35D53CA9AD7864ACE018E2D35D5F8F96DDF68A6F41AA474","","false","DQS CFS GmbH Deutsche Gesellschaft f?r Nachhaltigkeit","https://www.mydqs.com/kunden/kundendatenbank.html?aoemydqs%5BrequestId%5D=europev2-DQS-D4601883F55A11E9B50B005056A04F41-_v2&aoemydqs%5BdownloadKey%5D=ebe97140cee29a7c498ca32f1d76cc2143a5a383&aoemydqs%5Baction%5D=downloadDocument&cHash=f86244b64421ebaad940","ETSI EN 319 411","2019.06.01","2018.05.20","2019.04.28","https://www.mydqs.com/kunden/kundendatenbank.html?aoemydqs%5BrequestId%5D=europev2-DQS-D4601883F55A11E9B50B005056A04F41-_v2&aoemydqs%5BdownloadKey%5D=ebe97140cee29a7c498ca32f1d76cc2143a5a383&aoemydqs%5Baction%5D=downloadDocument&cHash=f86244b64421ebaad940","ETSI EN 319 411","2019.06.01","2018.05.20","2019.04.28","","","","","","","","","","","false","https://pki.atos.net/Download/AtosTrustedCACPSv1.9.2.pdf","https://pki.atos.net/Download/AtosTrustedCACPSv1.9.2.pdf","2019.10.25","https://pki-valid.atos.net","https://pki-expired.atos.net","https://pki-revoked.atos.net","false","Included","Included",""
"Austrian Society for Data Protection (Arge Daten) (GlobalTrust)","001o000000rGWXlAAO","GLOBALTRUST","001o000000rGWitAAG","Austrian Society for Data Protection (Arge Daten) (GlobalTrust)","Root Certificate","","5E3571F33F45A7DF1537A68B5FFB9E036AF9D2F5BC4C9717130DC43D7175AAC7","","false","Zentrum f?r sichere Informationstechnologie - Austria (A-SIT)","https://www.a-sit.at/wp-content/uploads/2019/08/audit-attestation_globaltrust-ETSI-2019_signed.pdf","ETSI EN 319 411","2019.08.28","2018.06.21","2019.06.11","https://www.a-sit.at/wp-content/uploads/2019/08/audit-attestation_globaltrust-ETSI-2019_signed.pdf","ETSI EN 319 411","2019.08.28","2018.06.21","2019.06.11","","","","","","","","","","","false","https://www.globaltrust.eu/static/globaltrust-certificate-policy.pdf","https://www.globaltrust.eu/static/globaltrust-practice-statement.pdf","2019.06.25","https://testok-2006-server-ov.e-monitoring.at/","https://testold-2006-server-ov.e-monitoring.at/","https://testrevoked-2006-server-ov.e-monitoring.at/","false","Not Yet Included","Included",""
"Austrian Society for Data Protection (Arge Daten) (GlobalTrust)","0011J00001EGsuFQAT","GLOBALTRUST 2015","001o000000rGWitAAG","Austrian Society for Data Protection (Arge Daten) (GlobalTrust)","Root Certificate","","416B1F9E84E74C1D19B23D8D7191C6AD81246E641601F599132729F507BEB3CC","","false","Zentrum f?r sichere Informationstechnologie - Austria (A-SIT)","https://www.a-sit.at/wp-content/uploads/2019/08/audit-attestation_globaltrust-ETSI-2019_signed.pdf","ETSI EN 319 411","2019.08.28","2018.06.21","2019.06.11","https://www.a-sit.at/wp-content/uploads/2019/08/audit-attestation_globaltrust-ETSI-2019_signed.pdf","ETSI EN 319 411","2019.08.28","2018.06.21","2019.06.11","https://www.a-sit.at/wp-content/uploads/2019/08/audit-attestation_globaltrust-ETSI-2019_signed.pdf","ETSI EN 319 411","2019.08.28","2018.06.21","2019.06.11","","","","","","false","https://www.globaltrust.eu/static/globaltrust-certificate-policy.pdf","https://www.globaltrust.eu/static/globaltrust-practice-statement.pdf","2019.06.25","https://testok-2015-server-qualified-ev.e-monitoring.at/","https://testold-2015-server-qualified-ev.e-monitoring.at/","https://testrevoked-2015-server-qualified-ev.e-monitoring.at/","false","Not Yet Included","Included",""
"Autoridad de Certificacion Firmaprofesional","001o000000HshE2AAJ","Autoridad de Certificacion Firmaprofesional CIF A62634068","001o000000HsfohAAB","Autoridad de Certificacion Firmaprofesional","Root Certificate","","04048028BF1F2864D48F9AD4D83294366A828856553F3B14303F90147F5D40EF","","false","AENOR INTERNACIONAL, S.A. (Unipersonal)","https://www.aenor.com/Certificacion_Documentos/eiDas/2019%20AENOR%20Anexo%202%20ETSI%20319%20411-1%20PSC-FP_v4%20c.pdf","ETSI EN 319 411","2019.06.17","2018.03.28","2019.03.27","https://www.aenor.com/Certificacion_Documentos/eiDas/2019%20AENOR%20Anexo%202%20ETSI%20319%20411-1%20PSC-FP_v4%20c.pdf","ETSI EN 319 411","2019.06.17","2018.03.28","2019.03.27","https://www.aenor.com/Certificacion_Documentos/eiDas/2019%20AENOR%20Anexo%202%20ETSI%20319%20411-1%20PSC-FP_v4%20c.pdf","ETSI EN 319 411","2019.06.17","2018.03.28","2019.03.27","","","","","","false","https://www.firmaprofesional.com/images/pdfs/CPS/FP_CP_Autenticacion_Web-190612-ES.pdf","https://www.firmaprofesional.com/images/pdfs/CPS/FP_CPS_190612-ES.pdf","2019.06.12","https://testssl.firmaprofesional.com","https://testexpiredssl.firmaprofesional.com","https://testrevokedssl.firmaprofesional.com","false","Included","Included",""
"Autoridad de Certificaci?n (ANF AC)","001o000000rGWTUAA4","ANF Global Root CA","001o000000HsrymAAB","Autoridad de Certificaci?n (ANF AC)","Root Certificate","","E0E17AEA06CF9CE12AAE8190345A2C59720130A7D8FF72F3745AD75DBAA365B6","","false","CSQA Certificazioni srl","https://www.csqa.it/getattachment/Sicurezza-ICT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/CSQA-Attestation-ANF-2019-digitally-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2019.05.30","2018.03.23","2019.03.22","https://www.csqa.it/getattachment/Sicurezza-ICT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/CSQA-Attestation-ANF-2019-digitally-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2019.05.30","2018.03.23","2019.03.22","https://www.csqa.it/getattachment/Sicurezza-ICT/Documenti/Attestazione-di-Audit-secondo-i-requisiti-ETSI/CSQA-Attestation-ANF-2019-digitally-signed.pdf.aspx?lang=it-IT","ETSI EN 319 411","2019.05.30","2018.03.23","2019.03.22","","","","","","false","https://anf.es/pdf/CP_SSL_Electronic_Headquarters_v2_8.pdf","https://anf.es/pdf/Certification_PracticesStatement_ANFAC_v2_5.pdf","2019.07.19","https://www.frater.es","https://www.anf-rgpd.com","https://www.bounzy.es","false","Not Yet Included","NotBefore",""
