"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status","Subordinate CA Owner"
"DigiCert","001o000000HshEaAAJ","DigiCert Trusted Root G4","001o000000HsfowAAB","DigiCert","Root Certificate","","552F7BDCF1A7AF9E6CE672017F4F12ABF77240C78E761AC203D1D9D20AC89988","","false","Scott S. Perry CPA, PLLC","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230845","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230846","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230847","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230211","WebTrust","2019.06.25","2018.04.01","2019.03.31","false","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CP_v418.pdf","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CPS_v418.pdf","2019.04.17","https://trusted-root-g4.chain-demos.digicert.com/","https://trusted-root-g4-expired.chain-demos.digicert.com/","https://trusted-root-g4-revoked.chain-demos.digicert.com/","false","Included","Included",""
"DigiCert","001o000000HshEtAAJ","GeoTrust Global CA","001o000000HsfowAAB","DigiCert","Root Certificate","","FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root10.geotrust.com","https://expired-root10.geotrust.com","https://revoked-root10.geotrust.com","false","Included","Included",""
"DigiCert","001o000000HshEvAAJ","GeoTrust Primary Certification Authority","001o000000HsfowAAB","DigiCert","Root Certificate","","37D51006C512EAAB626421F1EC8C92013FC5F82AE98EE533EB4619B8DEB4D06C","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root11.geotrust.com","https://expired-root11.geotrust.com/","https://revoked-root11.geotrust.com/","false","Included","Included",""
"DigiCert","001o000000HshEwAAJ","GeoTrust Primary Certification Authority - G2","001o000000HsfowAAB","DigiCert","Root Certificate","","5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root12.geotrust.com","https://expired-root12.geotrust.com/","https://revoked-root12.geotrust.com/","false","Included","Included",""
"DigiCert","001o000000HshExAAJ","GeoTrust Primary Certification Authority - G3","001o000000HsfowAAB","DigiCert","Root Certificate","","B478B812250DF878635C2AA7EC7D155EAA625EE82916E2CD294361886CD1FBD4","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224494","WebTrust","2019.01.29","2017.11.01","2018.10.31","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root13.geotrust.com/","https://expired-root13.geotrust.com/","https://revoked-root13.geotrust.com/","false","Included","Included",""
"DigiCert","001o000000HshEyAAJ","GeoTrust Universal CA","001o000000HsfowAAB","DigiCert","Root Certificate","","A0459B9F63B22559F5FA5D4C6DB3F9F72FF19342033578F073BF1D1B46CBB912","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root14.geotrust.com/","https://expired-root14.geotrust.com/","https://revoked-root14.geotrust.com/","false","Included","Included",""
"DigiCert","001o000000HshEzAAJ","GeoTrust Universal CA 2","001o000000HsfowAAB","DigiCert","Root Certificate","","A0234F3BC8527CA5628EEC81AD5D69895DA5680DC91D1CB8477F33F878B95B0B","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.geotrust.com/resources/cps/pdfs/GeoTrustCPS-Version1.3.pdf","2018.11.02","https://valid-root15.geotrust.com/","https://expired-root15.geotrust.com/","https://revoked-root15.geotrust.com/","false","Included","Included",""
"DigiCert","001o000000x2128AAA","Hotspot 2.0 Trust Root CA - 03","001o000000HsfowAAB","DigiCert","Root Certificate","","A3CC68595DFE7E86D8AD1772A8B5284ADD54ACE3B8A798DF47BCCAFB1FDB84DF","","false","Scott S. Perry CPA, PLLC","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230845","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230846","WebTrust","2019.06.25","2018.04.01","2019.03.31","","","","","","","","","","","false","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CP_v418.pdf","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CPS_v418.pdf","2019.04.17","https://hotspot-trust-root-ca3.chain-demos.digicert.com/","https://chain-demos.digicert.com/","https://chain-demos.digicert.com/","false","Not Yet Included","Included",""
"DigiCert","001o000000rGWcRAAW","Symantec Class 1 Public Primary Certification Authority - G4","001o000000HsfowAAB","DigiCert","Root Certificate","","363F3C849EAB03B0A2A0F636D7B86D04D3AC7FCFE26A0A9121AB9795F6E176DF","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000rGWZXAA4","Symantec Class 1 Public Primary Certification Authority - G6","001o000000HsfowAAB","DigiCert","Root Certificate","","9D190B2E314566685BE8A889E27AA8C7D7AE1D8AADDBA3C1ECF9D24863CD34B9","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000rGWaLAAW","Symantec Class 2 Public Primary Certification Authority - G4","001o000000HsfowAAB","DigiCert","Root Certificate","","FE863D0822FE7A2353FA484D5924E875656D3DC9FB58771F6F616F9D571BC592","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000rGWYyAAO","Symantec Class 2 Public Primary Certification Authority - G6","001o000000HsfowAAB","DigiCert","Root Certificate","","CB627D18B58AD56DDE331A30456BC65C601A4E9B18DEDCEA08E7DAAA07815FF0","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000rGWTFAA4","Symantec Class 3 Public Primary Certification Authority - G4","001o000000HsfowAAB","DigiCert","Root Certificate","","53DFDFA4E297FCFE07594E8C62D5B8AB06B32C7549F38A163094FD6429D5DA43","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root5.websecurity.symantec.com","https://expired-root5.websecurity.symantec.com","https://revoked-root5.websecurity.symantec.com","false","Not Yet Included","Included",""
"DigiCert","001o000000rGWSvAAO","Symantec Class 3 Public Primary Certification Authority - G6","001o000000HsfowAAB","DigiCert","Root Certificate","","B32396746453442F353E616292BB20BBAA5D23B546450FDB9C54B8386167D529","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root6.websecurity.symantec.com","https://expired-root6.websecurity.symantec.com","https://revoked-root6.websecurity.symantec.com","false","Not Yet Included","Included",""
"DigiCert","001o000000rGWaqAAG","Symantec Enterprise Mobile Root for Microsoft","001o000000HsfowAAB","DigiCert","Root Certificate","","8A5E4881D42F7475E8EC3726FCD5E51884AA04DAA9FA7ADAC8CD26452CF885D4","","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Included",""
"DigiCert","001o000000HshG5AAJ","thawte Primary Root CA","001o000000HsfowAAB","DigiCert","Root Certificate","","8D722F81A9C113C0791DF136A2966DB26C950A971DB46B4199F4EA54B78BFB9F","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.thawte.com/assets/documents/repository/cps/Thawte_CPS_3_7.20.pdf","2018.11.02","https://valid-root7.thawte.com","https://expired-root7.thawte.com","https://revoked-root7.thawte.com","false","Included","Included",""
"DigiCert","001o000000HshG6AAJ","thawte Primary Root CA - G2","001o000000HsfowAAB","DigiCert","Root Certificate","","A4310D50AF18A6447190372A86AFAF8B951FFB431D837F1E5688B45971ED1557","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.thawte.com/assets/documents/repository/cps/Thawte_CPS_3_7.20.pdf","2018.11.02","https://valid-root8.thawte.com","https://expired-root8.thawte.com","https://revoked-root8.thawte.com","false","Included","Included",""
"DigiCert","001o000000HshG7AAJ","thawte Primary Root CA - G3","001o000000HsfowAAB","DigiCert","Root Certificate","","4B03F45807AD70F21BFC2CAE71C9FDE4604C064CF5FFB686BAE5DBAAD7FDD34C","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224494","WebTrust","2019.01.29","2017.11.01","2018.10.31","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.thawte.com/assets/documents/repository/cps/Thawte_CPS_3_7.20.pdf","2018.11.02","https://valid-root9.thawte.com","https://expired-root9.thawte.com","https://revoked-root9.thawte.com","false","Included","Included",""
"DigiCert","001o000000rGWfQAAW","Thawte Timestamping CA","001o000000HsfowAAB","DigiCert","Root Certificate","","6B6C1E01F590F5AFC5FCF85CD0B9396884048659FC2C6D1170D68B045216C3FD","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.thawte.com/assets/documents/repository/cps/Thawte_CPS_3_7.20.pdf","2018.11.02","","","","false","Not Yet Included","Included",""
"DigiCert","001o000000HshGQAAZ","VeriSign Class 1 Public Primary Certification Authority - G3","001o000000HsfowAAB","DigiCert","Root Certificate","","CBB5AF185E942A2402F9EACBC0ED5BB876EEA3C1223623D00447E4F3BA554B65","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","001o000000HsfowAAB","DigiCert","Root Certificate","","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","","","","false","Included","Included",""
"DigiCert","001o000000HshGTAAZ","VeriSign Class 3 Public PCA - MD2","001o000000HsfowAAB","DigiCert","Root Certificate","","E7685634EFACF69ACE939A6B255B7B4FABEF42935B50A265ACB5CB6027E44E70","","false","KPMG","","WebTrust","2015.05.05","2015.05.05","2015.05.05","","","","","","","","","","","","","","","","false","https://www.symantec.com/about/profile/policies/repository.jsp","https://www.symantec.com/about/profile/policies/repository.jsp","","","","","false","Removed","NotBefore",""
"DigiCert","001o000000HshGWAAZ","VeriSign Class 3 Public Primary Certification Authority - G3","001o000000HsfowAAB","DigiCert","Root Certificate","","EB04CF5EB1F39AFA762F2BB120F296CBA520C1B97DB1589565B81CB9A17B7244","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root4.websecurity.symantec.com","https://expired-root4.websecurity.symantec.com","https://revoked-root4.websecurity.symantec.com","false","Included","Included",""
"DigiCert","001o000000HshGXAAZ","VeriSign Class 3 Public Primary Certification Authority - G4","001o000000HsfowAAB","DigiCert","Root Certificate","","69DDD7EA90BB57C93E135DC85EA6FCD5480B603239BDC454FC758B2A26CF7F79","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","","","","","","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root3.websecurity.symantec.com","https://expired-root3.websecurity.symantec.com","https://revoked-root3.websecurity.symantec.com","false","Included","Included",""
"DigiCert","001o000000HshGYAAZ","VeriSign Class 3 Public Primary Certification Authority - G5","001o000000HsfowAAB","DigiCert","Root Certificate","","9ACFAB7E43C8D880D06B262A94DEEEE4B4659989C3D0CAF19BAF6405E41AB7DF","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224494","WebTrust","2019.01.29","2017.11.01","2018.10.31","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root1.websecurity.symantec.com","https://expired-root1.websecurity.symantec.com","https://revoked-root1.websecurity.symantec.com","false","Included","Included",""
"DigiCert","001o000000HshGaAAJ","VeriSign Universal Root Certification Authority","001o000000HsfowAAB","DigiCert","Root Certificate","","2399561127A57125DE8CEFEA610DDF2FA078B5C8067F4E828290BFB860E84B3C","","false","BDO International Limited","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224491","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224492","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224493","WebTrust","2019.01.29","2017.11.01","2018.10.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=224494","WebTrust","2019.01.29","2017.11.01","2018.10.31","false","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN_CP.pdf","https://www.websecurity.symantec.com/content/dam/websitesecurity/digitalassets/desktop/pdfs/repository/STN%20CPS%20v3.10.pdf","2018.11.02","https://valid-root2.websecurity.symantec.com/","https://expired-root2.websecurity.symantec.com/","https://revoked-root2.websecurity.symantec.com/","false","Included","Included",""
"DigiCert","001o000000rGWclAAG","Verizon Global Root CA","001o000000HsfowAAB","DigiCert","Root Certificate","","68AD50909B04363C605EF13581A939FF2C96372E3F12325B0A6861E1D59F6603","","false","Scott S. Perry CPA, PLLC","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230845","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230846","WebTrust","2019.06.25","2018.04.01","2019.03.31","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=230847","WebTrust","2019.06.25","2018.04.01","2019.03.31","","","","","","false","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CP_v418.pdf","https://content.digicert.com/wp-content/uploads/2019/04/DigiCert_CPS_v418.pdf","2019.04.17","https://verizon-global-root-ca.chain-demos.digicert.com/","https://verizon-global-root-ca-expired.chain-demos.digicert.com/","https://verizon-global-root-ca-revoked.chain-demos.digicert.com/","false","Not Yet Included","Included",""
"Digidentity B.V.","001o000000rGWhHAAW","Digidentity L3 Root CA - G2","001o000000rGc8GAAS","Digidentity B.V.","Root Certificate","","417DCF3180F4ED1A3747ACF1179316CD48CB05C5788435168AED98C98CDCB615","","false","BSI","https://www.digidentity.eu/en/home/#accreditations","ETSI EN 319 411","2017.01.27","2017.01.27","2017.01.27","https://www.digidentity.eu/en/home/#accreditations","ETSI EN 319 411","2017.01.27","2017.01.27","2017.01.27","","","","","","","","","","","false","","","","","","","false","Not Yet Included","NotBefore",""
"Digidentity B.V.","0011J00001P3HcSQAV","Digidentity Services Root CA","001o000000rGc8GAAS","Digidentity B.V.","Root Certificate","","E28097721A8CAB8880AF80FDEF8902B1F15BC7473AD68EC22991257A910D9EA2","","false","BSI","https://www.digidentity.eu/assets/files/terms/ETS043.pdf","ETSI EN 319 411","2019.05.07","2019.03.29","2019.03.29","https://www.digidentity.eu/assets/files/terms/ETS043.pdf","ETSI EN 319 411","2019.05.07","2019.03.29","2019.03.29","","","","","","","","","","","false","https://www.digidentity.eu/assets/files/terms/cps_cps_ddy.pdf","https://www.digidentity.eu/assets/files/terms/cps_cps_ddy.pdf","2019.06.07","https://valid.services.digidentity-pki.com","https://expired.services.digidentity-pki.com","https://revoked.services.digidentity-pki.com","false","Not Yet Included","Included",""
"Disig, a.s.","001o000000HshEAAAZ","CA Disig Root R2","001o000000HsfojAAB","Disig, a.s.","Root Certificate","","E23D4A036D7B70E9F595B1422079D2B91EDFBB1FB651A0633EAA8A9DC5F80703","","false","QSCert","https://eidas.disig.sk/pdf/Audit2019_report.pdf","ETSI EN 319 411","2019.06.12","2018.05.30","2019.05.24","https://eidas.disig.sk/pdf/Audit2019_report.pdf","ETSI EN 319 411","2019.06.12","2018.05.30","2019.05.24","","","","","","","","","","","false","https://eidas.disig.sk/pdf/cp-disig-en.pdf","https://eidas.disig.sk/pdf/cps_ra_cadisig_en.pdf","2019.05.17","https://testssl-valid-r2i2.disig.sk/","https://testssl-expire-r2i2.disig.sk/","https://testssl-revoked-r2i2.disig.sk/","false","Included","Included",""
"DocuSign (OpenTrust/Keynectis)","001o000000HshELAAZ","Class 2 Primary CA","001o000000HsfpGAAR","DocuSign (OpenTrust/Keynectis)","Root Certificate","","0F993C8AEF97BAAF5687140ED59AD1821BB4AFACF0AA9A58B5D57A338A3AFBCB","","false","LSTI","https://bug1465629.bmoattachments.org/attachment.cgi?id=9024032","ETSI EN 319 411","2018.11.05","2017.09.17","2018.09.17","https://bug1465629.bmoattachments.org/attachment.cgi?id=9024032","ETSI EN 319 411","2018.11.05","2017.09.17","2018.09.17","https://bug1297034.bmoattachments.org/attachment.cgi?id=8916590","ETSI EN 319 411","2017.07.24","2016.10.13","2017.04.07","","","","","","false","https://www.docusign.fr/sites/default/files/DBD_PC_Certificats_SSL_RGS_et_ETSI_V_2.3.docx.pdf","https://www.docusign.fr/sites/default/files/Politiques%20de%20Certifications/EV_SSL_CA_Certification_Practice%20Statement_v_1_2.pdf","2018.10.16","https://www.keynectis.com/en/","","","false","Removed","Included",""
